,tweet_id,favorite_count,retweet_count
778,772877495989305348,8394,3789
779,772826264096874500,7885,2309
780,772615324260794368,0,3307
781,772581559778025472,6366,1666
782,772193107915964416,5906,1354
783,772152991789019136,3741,1110
784,772117678702071809,3701,722
785,772114945936949249,2678,459
786,772102971039580160,3932,918
787,771908950375665664,6451,1845
788,771770456517009408,11769,3291
789,771500966810099713,8124,2555
790,771380798096281600,10288,4944
791,771171053431250945,0,7262
792,771136648247640064,8983,2856
793,771102124360998913,6116,1404
794,771014301343748096,6746,1618
795,770787852854652928,4835,1178
796,770772759874076672,5085,1388
797,770655142660169732,7207,1738
798,770414278348247044,6215,2049
799,770293558247038976,6105,1433
800,770093767776997377,0,2971
801,770069151037685760,7449,2248
802,769940425801170949,30670,9308
803,769695466921623552,6295,1643
804,769335591808995329,0,7553
805,769212283578875904,5287,1674
806,768970937022709760,14034,6352
807,768909767477751808,0,2604
808,768855141948723200,4095,867
809,768609597686943744,4032,1169
810,768596291618299904,4930,1248
811,768554158521745409,0,5693
812,768473857036525572,13354,3329
813,768193404517830656,10653,3460
814,767884188863397888,4651,1349
815,767754930266464257,15693,5259
816,767500508068192258,7357,2287
817,767191397493538821,12051,3670
818,767122157629476866,9978,2794
819,766864461642756096,0,5491
820,766793450729734144,4938,1330
821,766714921925144576,2561,366
822,766693177336135680,3931,776
823,766423258543644672,5881,1540
824,766313316352462849,6649,1841
825,766078092750233600,0,2558
826,766069199026450432,4133,831
827,766008592277377025,3673,488
828,765719909049503744,7092,2109
829,765669560888528897,5084,1205
830,765395769549590528,26155,3309
831,765371061932261376,6922,2120
832,765222098633691136,11400,3307
833,764857477905154048,6323,1737
834,764259802650378240,5892,1469
835,763956972077010945,749,53
836,763837565564780549,12296,4042
837,763183847194451968,5267,1438
838,763167063695355904,0,2929
839,763103485927849985,7228,2252
840,762699858130116608,11874,3516
841,762471784394268675,10985,6240
842,762464539388485633,10076,4057
843,762316489655476224,4695,1084
844,762035686371364864,31146,15136
845,761976711479193600,5279,1951
846,761750502866649088,0,3812
847,761745352076779520,4186,841
848,761672994376806400,48342,28322
849,761599872357261312,4038,1161
850,761371037149827077,0,17611
851,761334018830917632,5074,1422
852,761292947749015552,4391,1059
853,761227390836215808,5215,1522
854,761004547850530816,11101,3387
855,760893934457552897,3730,945
856,760656994973933572,6433,1855
857,760641137271070720,4869,1263
858,760539183865880579,7403,3525
859,760521673607086080,4119,1361
860,760290219849637889,26204,11173
861,760252756032651264,3865,847
862,760190180481531904,5569,1747
863,760153949710192640,0,30
864,759943073749200896,5805,2026
865,759923798737051648,14359,5491
866,759846353224826880,6581,1915
867,759793422261743616,5818,1851
868,759557299618865152,4573,1160
869,759447681597108224,8300,2395
870,759446261539934208,1637,470
871,759197388317847553,5942,1895
872,759159934323924993,0,1128
873,759099523532779520,14184,4042
874,759047813560868866,6331,1948
875,758854675097526272,3466,877
876,758828659922702336,10957,3751
877,758740312047005698,5606,1578
878,758474966123810816,3706,971
879,758467244762497024,4682,2160
880,758405701903519748,5086,1855
881,758355060040593408,3305,1034
882,758099635764359168,18604,9691
883,758041019896193024,2636,365
884,757741869644341248,6710,3163
885,757729163776290825,0,7669
886,757725642876129280,4440,1181
887,757611664640446465,4462,1067
888,757597904299253760,0,292
889,757596066325864448,4234,1027
890,757400162377592832,14791,6656
891,757393109802180609,5672,1688
892,757354760399941633,4411,1383
893,756998049151549440,6130,1928
894,756939218950160384,6476,1943
895,756651752796094464,4919,1259
896,756526248105566208,10164,3480
897,756303284449767430,3843,1079
898,756288534030475264,43011,17199
899,756275833623502848,6237,1492
900,755955933503782912,7125,2795
901,755206590534418437,16059,5196
902,755110668769038337,20678,10791
903,754874841593970688,0,7676
904,754856583969079297,6719,2440
905,754747087846248448,2529,502
906,754482103782404096,5152,1897
907,754449512966619136,3652,715
908,754120377874386944,7706,2286
909,753655901052166144,5702,2117
910,753420520834629632,7697,3449
911,753398408988139520,5607,1854
912,753375668877008896,7445,2256
913,753298634498793472,0,5517
914,753294487569522689,3274,1011
915,753039830821511168,36186,20261
916,753026973505581056,3826,935
917,752932432744185856,12291,6664
918,752917284578922496,6764,1528
919,752701944171524096,0,2775
920,752682090207055872,5854,1547
921,752660715232722944,4266,1510
922,752568224206688256,5348,2210
923,752519690950500352,7189,3350
924,752334515931054080,3723,1068
925,752309394570878976,0,15715
926,752173152931807232,5810,1773
927,751950017322246144,2987,885
928,751937170840121344,5049,1274
929,751830394383790080,5673,1887
930,751793661361422336,5672,2813
931,751598357617971201,7739,2953
932,751583847268179968,4281,1067
933,751538714308972544,4909,1223
934,751456908746354688,3137,977
935,751251247299190784,12206,5708
936,751205363882532864,6153,1759
937,751132876104687617,4937,1262
938,750868782890057730,4652,1319
939,750719632563142656,12823,4859
940,750506206503038976,4339,1114
941,750429297815552001,12832,4141
942,750383411068534784,4439,1113
943,750381685133418496,675,27
944,750147208377409536,3016,931
945,750132105863102464,3515,1253
946,750117059602808832,4229,1273
947,750101899009982464,2962,816
948,750086836815486976,2112,516
949,750071704093859840,7623,3217
950,750056684286914561,3074,871
951,750041628174217216,3087,592
952,750026558547456000,2649,762
953,750011400160841729,3148,877
954,749996283729883136,2979,797
955,749981277374128128,4978,2394
956,749774190421639168,4551,1282
957,749417653287129088,5941,1593
958,749403093750648834,2539,514
959,749395845976588288,8332,3323
960,749317047558017024,5346,2174
961,749075273010798592,5606,2011
962,749064354620928000,4676,1481
963,749036806121881602,3013,769
964,748977405889503236,10485,3289
965,748932637671223296,5647,2176
966,748705597323898880,2700,922
967,748699167502000129,4626,1536
968,748692773788876800,4138,1296
969,748575535303884801,5898,1922
970,748568946752774144,2146,650
971,748346686624440324,5080,1193
972,748337862848962560,7399,3974
973,748324050481647620,3585,731
974,748307329658011649,3594,693
975,748220828303695873,13749,7519
976,747963614829678593,5624,2077
977,747933425676525569,6433,2468
978,747885874273214464,2851,938
979,747844099428986880,2739,722
980,747816857231626240,4713,1125
981,747651430853525504,1336,148
982,747648653817413632,12530,5641
983,747600769478692864,2268,543
984,747594051852075008,3566,1017
985,747512671126323200,5370,1560
986,747461612269887489,3758,1012
987,747439450712596480,5260,1853
988,747242308580548608,0,2807
989,747219827526344708,5112,1513
990,747204161125646336,3266,882
991,747103485104099331,9278,3823
992,746906459439529985,2821,285
993,746872823977771008,5813,2066
994,746818907684614144,5162,1684
995,746790600704425984,4732,1544
996,746757706116112384,9293,3773
997,746726898085036033,5878,1737
998,746542875601690625,4902,1827
999,746521445350707200,0,952
1000,746507379341139972,4531,1053
1001,746369468511756288,6019,1579
1002,746131877086527488,6697,2110
1003,746056683365994496,3467,786
1004,745789745784041472,3905,1025
1005,745712589599014916,6796,2243
1006,745433870967832576,6874,2461
1007,745422732645535745,8328,2339
1008,745314880350101504,6946,2655
1009,745074613265149952,7609,3364
1010,745057283344719872,7038,2167
1011,744995568523612160,2880,593
1012,744971049620602880,7650,2597
1013,744709971296780288,5437,1507
1014,744334592493166593,6574,2026
1015,744234799360020481,151504,74958
1016,744223424764059648,1610,347
1017,743980027717509120,4049,1056
1018,743895849529389061,3551,933
1019,743835915802583040,0,1995
1020,743609206067040256,4341,1338
1021,743595368194129920,17772,6296
1022,743545585370791937,3427,909
1023,743510151680958465,7703,3599
1024,743253157753532416,4106,1180
1025,743222593470234624,6008,1844
1026,743210557239623680,3723,1313
1027,742534281772302336,6851,3441
1028,742528092657332225,4282,1888
1029,742465774154047488,7036,3773
1030,742423170473463808,9516,3603
1031,742385895052087300,6591,1892
1032,742161199639494656,4177,1318
1033,742150209887731712,4951,1491
1034,741793263812808706,4405,1451
1035,741743634094141440,7914,2644
1036,741438259667034112,3579,787
1037,741303864243200000,8502,3087
1038,741099773336379392,9672,5314
1039,741067306818797568,9231,2971
1040,740995100998766593,6147,2613
1041,740711788199743490,3302,906
1042,740699697422163968,2761,746
1043,740676976021798912,17584,6575
1044,740373189193256964,33901,12847
1045,740365076218183684,2376,416
1046,740359016048689152,3191,830
1047,740214038584557568,6475,1895
1048,739979191639244800,19325,5693
1049,739932936087216128,3930,1040
1050,739844404073074688,3681,829
1051,739623569819336705,3641,1311
1052,739606147276148736,5223,1593
1053,739544079319588864,38185,20381
1054,739485634323156992,6918,2811
1055,739238157791694849,111997,55816
1056,738891149612572673,102,6
1057,738885046782832640,3651,1103
1058,738883359779196928,3203,759
1059,738537504001953792,4919,1476
1060,738402415918125056,3163,790
1061,738184450748633089,4193,1170
1062,738166403467907072,8468,3208
1063,738156290900254721,2416,618
1064,737826014890496000,5096,1700
1065,737800304142471168,9670,3333
1066,737678689543020544,4869,1263
1067,737445876994609152,9892,4275
1068,737322739594330112,3477,776
1069,737310737551491075,14160,7134
1070,736736130620620800,4100,1656
1071,736392552031657984,17096,7066
1072,736365877722001409,3844,1189
1073,736225175608430592,7825,2679
1074,736010884653420544,7609,2860
1075,735991953473572864,3470,1103
1076,735648611367784448,3907,1061
1077,735635087207878657,5951,2258
1078,735274964362878976,12595,4821
1079,735256018284875776,3216,846
1080,735137028879360001,3028,936
1081,734912297295085568,2659,509
1082,734787690684657664,12116,6056
1083,734776360183431168,2418,513
1084,734559631394082816,1445,382
1085,733828123016450049,3462,751
1086,733822306246479872,3544,984
1087,733482008106668032,3016,908
1088,733460102733135873,4036,1222
1089,733109485275860992,51616,16431
1090,732732193018155009,2351,514
1091,732726085725589504,3437,856
1092,732585889486888962,3529,751
1093,732375214819057664,7800,2408
1094,732005617171337216,14349,5163
1095,731285275100512256,3376,964
1096,731156023742988288,3712,1220
1097,730924654643314689,5938,1902
1098,730573383004487680,4718,2050
1099,730427201120833536,3365,997
1100,730211855403241472,3687,1020
1101,730196704625098752,4679,1801
1102,729854734790754305,3894,1078
1103,729838605770891264,1670,365
1104,729823566028484608,3836,1192
1105,729463711119904772,5584,2217
1106,729113531270991872,1818,305
1107,728986383096946689,3033,784
1108,728760639972315136,4506,1633
1109,728751179681943552,2670,649
1110,728653952833728512,3204,999
1111,728409960103686147,4728,1913
1112,728387165835677696,3581,922
1113,728046963732717569,4143,1156
1114,728035342121635841,4391,1606
1115,728015554473250816,3983,1056
1116,727685679342333952,2859,610
1117,727644517743104000,5652,1677
1118,727524757080539137,4317,1164
1119,727314416056803329,3212,714
1120,727286334147182592,2947,784
1121,727175381690781696,3777,1333
1122,727155742655025152,3499,1271
1123,726935089318363137,6624,2333
1124,726887082820554753,3695,1451
1125,726828223124897792,3444,965
1126,726224900189511680,4272,1099
1127,725842289046749185,6837,2558
1128,725786712245440512,4026,1319
1129,725729321944506368,5019,1706
1130,725458796924002305,1363,586
1131,724983749226668032,3608,1246
1132,724771698126512129,2256,607
1133,724405726123311104,5113,1592
1134,724049859469295616,4193,1708
1135,724046343203856385,2565,536
1136,724004602748780546,4040,1478
1137,723912936180330496,3756,1179
1138,723688335806480385,7378,2813
1139,723673163800948736,2919,851
1140,723179728551723008,5111,1786
1141,722974582966214656,3955,1505
1142,722613351520608256,4812,1569
1143,721503162398597120,4451,1751
1144,721001180231503872,2442,587
1145,720785406564900865,2997,736
1146,720775346191278080,2368,633
1147,720415127506415616,3989,1443
1148,720389942216527872,6133,2400
1149,720340705894408192,2759,937
1150,720059472081784833,3721,1075
1151,720043174954147842,4749,1926
1152,719991154352222208,4661,1670
1153,719704490224398336,4380,1367
1154,719551379208073216,4873,1812
1155,719367763014393856,2697,715
1156,719339463458033665,4292,1181
1157,719332531645071360,3312,911
1158,718971898235854848,3353,1037
1159,718939241951195136,5066,1677
1160,718631497683582976,18192,7687
1161,718613305783398402,2350,460
1162,718540630683709445,2354,969
1163,718460005985447936,2596,504
1164,718454725339934721,4683,1451
1165,718246886998687744,1840,477
1166,718234618122661888,3732,949
1167,717841801130979328,2366,574
1168,717790033953034240,2764,1055
1169,717537687239008257,5584,1769
1170,717428917016076293,1561,429
1171,717421804990701568,3049,804
1172,717047459982213120,6055,1843
1173,717009362452090881,3120,924
1174,716802964044845056,4139,1124
1175,716791146589110272,7924,1513
1176,716730379797970944,1190,411
1177,716447146686459905,12596,5614
1178,716439118184652801,2299,201
1179,716285507865542656,2677,1009
1180,716080869887381504,6541,1827
1181,715928423106027520,3078,844
1182,715758151270801409,3582,1370
1183,715733265223708672,4506,1621
1184,715704790270025728,2680,548
1185,715696743237730304,3770,1241
1186,715680795826982913,4136,1540
1187,715360349751484417,5282,1501
1188,715342466308784130,2942,661
1189,715220193576927233,2337,622
1190,715200624753819648,4969,1793
1191,715009755312439296,4003,1174
1192,714982300363173890,3588,994
1193,714962719905021952,7080,4074
1194,714957620017307648,3999,1353
1195,714631576617938945,3164,950
1196,714606013974974464,3503,883
1197,714485234495041536,2571,1081
1198,714258258790387713,2926,702
1199,714251586676113411,3162,801
1200,714214115368108032,2200,835
1201,714141408463036416,4176,1346
1202,713919462244790272,3179,762
1203,713909862279876608,1830,519
1204,713900603437621249,2739,703
1205,713761197720473600,4683,1308
1206,713411074226274305,4275,1249
1207,713177543487135744,6967,2747
1208,713175907180089344,4297,1418
1209,712809025985978368,18372,6460
1210,712717840512598017,11875,4758
1211,712668654853337088,4027,1162
1212,712438159032893441,5140,1506
1213,712309440758808576,230,25
1214,712097430750289920,3636,991
1215,712092745624633345,2843,852
1216,712085617388212225,3161,467
1217,712065007010385924,2174,598
1218,711998809858043904,0,122
1219,711968124745228288,7765,2214
1220,711743778164514816,2741,954
1221,711732680602345472,8495,3923
1222,711694788429553666,31683,17611
1223,711652651650457602,3722,874
1224,711363825979756544,3508,1086
1225,711306686208872448,3183,708
1226,711008018775851008,2886,588
1227,710997087345876993,4419,1333
1228,710844581445812225,2452,655
1229,710833117892898816,2595,512
1230,710658690886586372,2232,540
1231,710609963652087808,4634,2287
1232,710588934686908417,4375,1784
1233,710296729921429505,2297,709
1234,710283270106132480,2084,501
1235,710272297844797440,4372,1201
1236,710269109699739648,2312,1071
1237,710153181850935296,2814,860
1238,710140971284037632,2658,848
1239,710117014656950272,5272,1892
1240,709918798883774466,3379,1047
1241,709901256215666688,644,98
1242,709852847387627521,3396,1153
1243,709566166965075968,3429,1151
1244,709556954897764353,3171,1028
1245,709519240576036864,1446,226
1246,709449600415961088,2134,544
1247,709409458133323776,2545,651
1248,709225125749587968,2334,546
1249,709207347839836162,12057,5539
1250,709198395643068416,2367,614
1251,709179584944730112,1942,644
1252,709158332880297985,1965,394
1253,709042156699303936,4569,1566
1254,708853462201716736,1746,637
1255,708845821941387268,2873,857
1256,708834316713893888,1627,481
1257,708810915978854401,15896,6639
1258,708738143638450176,2666,781
1259,708711088997666817,2449,690
1260,708479650088034305,2455,651
1261,708469915515297792,2998,783
1262,708400866336894977,15386,9667
1263,708356463048204288,3457,1263
1264,708349470027751425,2276,710
1265,708149363256774660,4147,1498
1266,708130923141795840,3264,823
1267,708119489313951744,2598,941
1268,708109389455101952,1888,534
1269,708026248782585858,4251,1849
1270,707995814724026368,3016,1084
1271,707983188426153984,48,2
1272,707969809498152960,2595,922
1273,707776935007539200,3168,920
1274,707741517457260545,2412,588
1275,707738799544082433,3945,2363
1276,707693576495472641,3278,954
1277,707629649552134146,2483,833
1278,707610948723478529,16399,6093
1279,707420581654872064,2180,667
1280,707411934438625280,2224,575
1281,707387676719185920,3377,1227
1282,707377100785885184,3164,1042
1283,707315916783140866,2391,612
1284,707297311098011648,2695,753
1285,707059547140169728,2513,650
1286,707038192327901184,2116,756
1287,707021089608753152,3954,1299
1288,707014260413456384,2243,575
1289,706904523814649856,14086,7553
1290,706901761596989440,1983,562
1291,706681918348251136,3193,942
1292,706644897839910912,2484,1053
1293,706593038911545345,2084,607
1294,706538006853918722,3358,1378
1295,706516534877929472,3019,990
1296,706346369204748288,3340,892
1297,706310011488698368,20553,7600
1298,706291001778950144,1654,461
1299,706265994973601792,2649,899
1300,706169069255446529,3774,2130
1301,706166467411222528,4977,1541
1302,706153300320784384,1434,369
1303,705975130514706432,2999,703
1304,705970349788291072,3075,858
1305,705898680587526145,2296,530
1306,705786532653883392,1865,496
1307,705591895322394625,3070,1104
1308,705475953783398401,2869,878
1309,705442520700944385,4258,1554
1310,705428427625635840,3677,1608
1311,705239209544720384,2898,727
1312,705223444686888960,2507,770
1313,705102439679201280,2072,499
1314,705066031337840642,2120,594
1315,704871453724954624,4145,1088
1316,704859558691414016,2175,512
1317,704847917308362754,4905,1459
1318,704819833553219584,2553,944
1319,704761120771465216,6422,2807
1320,704499785726889984,2815,969
1321,704491224099647488,725,75
1322,704480331685040129,3283,1032
1323,704364645503647744,7713,3418
1324,704347321748819968,1521,336
1325,704134088924532736,1460,439
1326,704113298707505153,1794,552
1327,704054845121142784,2828,884
1328,703774238772166656,1784,437
1329,703769065844768768,3160,1097
1330,703631701117943808,2486,648
1331,703611486317502464,3711,1474
1332,703425003149250560,3679,1307
1333,703407252292673536,2360,667
1334,703382836347330562,3391,1104
1335,703356393781329922,1846,371
1336,703268521220972544,1918,522
1337,703079050210877440,7156,2965
1338,703041949650034688,25441,11981
1339,702932127499816960,2503,693
1340,702899151802126337,1558,434
1341,702684942141153280,3122,1026
1342,702671118226825216,2119,541
1343,702598099714314240,11830,3313
1344,702539513671897089,2786,922
1345,702332542343577600,3075,1490
1346,702321140488925184,3168,1008
1347,702276748847800320,2389,741
1348,702217446468493312,4626,1294
1349,701981390485725185,3330,947
1350,701952816642965504,3720,990
1351,701889187134500865,3433,1339
1352,701805642395348998,3306,1605
1353,701601587219795968,2030,435
1354,701570477911896070,2725,895
1355,701545186879471618,2574,585
1356,701214700881756160,11799,4896
1357,700890391244103680,2143,548
1358,700864154249383937,2511,601
1359,700847567345688576,2379,481
1360,700796979434098688,2353,902
1361,700747788515020802,22042,8927
1362,700518061187723268,2526,764
1363,700505138482569216,2219,546
1364,700462010979500032,3980,1712
1365,700167517596164096,2551,704
1366,700151421916807169,2168,643
1367,700143752053182464,7273,2604
1368,700062718104104960,2564,659
1369,700029284593901568,2012,564
1370,700002074055016451,3197,1291
1371,699801817392291840,2943,914
1372,699788877217865730,2161,493
1373,699779630832685056,2642,1192
1374,699775878809702401,1897,582
1375,699691744225525762,9954,4422
1376,699446877801091073,5762,2525
1377,699434518667751424,2103,493
1378,699423671849451520,1316,309
1379,699413908797464576,2020,603
1380,699370870310113280,1829,419
1381,699323444782047232,3054,831
1382,699088579889332224,2176,603
1383,699079609774645248,2368,622
1384,699072405256409088,2873,1144
1385,699060279947165696,3622,1727
1386,699036661657767936,2524,1156
1387,698989035503689728,3234,936
1388,698953797952008193,2595,880
1389,698907974262222848,2457,599
1390,698710712454139905,2384,653
1391,698703483621523456,1406,360
1392,698635131305795584,1257,330
1393,698549713696649216,2245,601
1394,698355670425473025,1789,429
1395,698342080612007937,2197,927
1396,698262614669991936,4619,1922
1397,698195409219559425,16221,5746
1398,698178924120031232,2728,714
1399,697995514407682048,1475,324
1400,697990423684476929,3178,1242
1401,697943111201378304,2314,648
1402,697881462549430272,2919,1117
1403,697630435728322560,1691,525
1404,697616773278015490,3046,976
1405,697596423848730625,2912,1217
1406,697575480820686848,1975,483
1407,697516214579523584,1981,1070
1408,697482927769255936,2338,641
1409,697463031882764288,3313,1353
1410,697270446429966336,4558,1814
1411,697259378236399616,3190,971
1412,697255105972801536,2966,1111
1413,697242256848379904,2444,643
1414,696900204696625153,3066,987
1415,696894894812565505,2261,659
1416,696886256886657024,4689,1729
1417,696877980375769088,2371,687
1418,696754882863349760,1433,348
1419,696744641916489729,2009,895
1420,696713835009417216,2303,623
1421,696518437233913856,3791,1652
1422,696490539101908992,1176,138
1423,696488710901260288,2432,987
1424,696405997980676096,3099,1115
1425,696100768806522880,1867,629
1426,695816827381944320,2913,1108
1427,695794761660297217,3064,743
1428,695767669421768709,1801,709
1429,695629776980148225,4413,2012
1430,695446424020918272,4260,1750
1431,695409464418041856,8387,3451
1432,695314793360662529,3504,1398
1433,695095422348574720,2560,590
1434,695074328191332352,2752,1056
1435,695064344191721472,1547,568
1436,695051054296211456,2575,765
1437,694925794720792577,2612,882
1438,694905863685980160,2657,902
1439,694669722378485760,34654,13815
1440,694356675654983680,1456,276
1441,694352839993344000,1970,587
1442,694342028726001664,1535,468
1443,694329668942569472,1934,486
1444,694206574471057408,4023,1962
1445,694183373896572928,2847,894
1446,694001791655137281,3295,986
1447,693993230313091072,1819,388
1448,693942351086120961,1690,353
1449,693647888581312512,2601,562
1450,693644216740769793,1311,119
1451,693642232151285760,2466,397
1452,693629975228977152,2369,767
1453,693622659251335168,1485,359
1454,693590843962331137,4878,1876
1455,693582294167244802,1594,236
1456,693486665285931008,1712,609
1457,693280720173801472,3243,1197
1458,693267061318012928,2303,782
1459,693262851218264065,2140,479
1460,693231807727280129,2781,715
1461,693155686491000832,7637,3092
1462,693109034023534592,1653,585
1463,693095443459342336,1801,438
1464,692919143163629568,2595,729
1465,692905862751522816,2350,844
1466,692901601640583168,1707,580
1467,692894228850999298,2189,762
1468,692828166163931137,2778,859
1469,692752401762250755,6591,3513
1470,692568918515392513,4222,1477
1471,692535307825213440,3053,1307
1472,692530551048294401,1775,397
1473,692423280028966913,1429,219
1474,692417313023332352,9066,3337
1475,692187005137076224,2455,785
1476,692158366030913536,2079,760
1477,692142790915014657,1594,376
1478,692041934689402880,3286,1220
1479,692017291282812928,2797,919
1480,691820333922455552,3834,1595
1481,691793053716221953,7880,4080
1482,691756958957883396,2743,956
1483,691675652215414786,1893,492
1484,691483041324204033,2317,538
1485,691459709405118465,3922,1095
1486,691444869282295808,2555,813
1487,691416866452082688,18712,7343
1488,691321916024623104,2492,636
1489,691096613310316544,2870,850
1490,691090071332753408,1667,321
1491,690989312272396288,5720,2765
1492,690959652130045952,3462,1202
1493,690938899477221376,3964,1878
1494,690932576555528194,3184,980
1495,690735892932222976,3668,1222
1496,690728923253055490,2110,498
1497,690690673629138944,2252,792
1498,690649993829576704,1256,262
1499,690607260360429569,289,17
1500,690597161306841088,1883,582
1501,690400367696297985,1823,433
1502,690374419777196032,3144,811
1503,690360449368465409,2577,846
1504,690348396616552449,1458,494
1505,690248561355657216,1632,399
1506,690021994562220032,2705,987
1507,690015576308211712,2404,709
1508,690005060500217858,3548,1620
1509,689999384604450816,1369,354
1510,689993469801164801,1410,430
1511,689977555533848577,1329,433
1512,689905486972461056,2374,671
1513,689877686181715968,2944,1117
1514,689835978131935233,2100,723
1515,689661964914655233,3127,899
1516,689659372465688576,10030,3699
1517,689623661272240129,2160,621
1518,689599056876867584,11279,5297
1519,689557536375177216,1986,439
1520,689517482558820352,3293,1378
1521,689289219123089408,2187,897
1522,689283819090870273,3157,1060
1523,689280876073582592,1920,681
1524,689275259254616065,1108,235
1525,689255633275777024,2483,1041
1526,689154315265683456,2985,955
1527,689143371370250240,1959,487
1528,688916208532455424,2625,828
1529,688908934925697024,2044,738
1530,688898160958271489,2024,753
1531,688894073864884227,2172,659
1532,688828561667567616,1340,352
1533,688804835492233216,933,183
1534,688789766343622656,2149,638
1535,688547210804498433,2508,673
1536,688519176466644993,2246,702
1537,688385280030670848,8967,4305
1538,688211956440801280,2171,796
1539,688179443353796608,2066,564
1540,688116655151435777,2739,745
1541,688064179421470721,1679,347
1542,687841446767013888,5294,2408
1543,687826841265172480,2664,1082
1544,687818504314159109,2402,920
1545,687807801670897665,2305,691
1546,687732144991551489,1702,641
1547,687704180304273409,2359,811
